,influencer_name,follower_name
841,Roy Orbison,Don McLean
842,Joe Satriani,Jason Becker
843,Jimi Hendrix,Pat Metheny
844,Jefferson Airplane,Edie Brickell
845,David Cassidy,Jason Donovan
846,Neil Young,Don Henley
847,James Taylor,Don Henley
848,Peter Hammill,Gary Numan
849,Ultravox,Gary Numan
850,Janis Joplin,Edie Brickell
851,Lou Christie,Fine Young Cannibals
852,Tim Buckley,David Sylvian
853,Brian Eno,David Sylvian
854,Can,David Sylvian
855,Ultravox,David Sylvian
856,The Velvet Underground,David Sylvian
857,Peter Gabriel,David Sylvian
858,Roxy Music,David Sylvian
859,Boz Scaggs,Fine Young Cannibals
860,Culture Club,Fine Young Cannibals
861,Elvis Presley,Fine Young Cannibals
862,Madness,Fine Young Cannibals
863,The Police,Fine Young Cannibals
864,Bob Seger,John Cafferty
865,Silver Apples,Gary Numan
866,John Fogerty,John Cafferty
867,Ric Ocasek,Foo Fighters
868,Fugazi,Foo Fighters
869,Kyuss,Foo Fighters
870,Black Sabbath,Foo Fighters
871,Big Star,Foo Fighters
872,Elvis Costello,Foo Fighters
873,The Cars,Foo Fighters
874,The Clash,Foo Fighters
875,Killing Joke,Foo Fighters
876,The Jam,Foo Fighters
877,Kiss,Foo Fighters
878,Black Flag,Foo Fighters
879,Cheap Trick,Foo Fighters
880,Bruce Springsteen,John Cafferty
881,Flipper,Foo Fighters
882,The Velvet Underground,Gary Numan
883,Mudhoney,Foo Fighters
884,Guns N' Roses,Foo Fighters
885,The Stooges,Foo Fighters
886,AC/DC,Foo Fighters
887,Thin Lizzy,Foo Fighters
888,HÃ¼sker DÃ¼,Foo Fighters
889,The Beatles,Foo Fighters
890,Sonic Youth,Foo Fighters
891,Wipers,Foo Fighters
892,Joni Mitchell,Don Henley
893,The Rolling Stones,John Cafferty
894,Sparks,Gary Numan
895,Chuck Berry,Don Henley
896,Orchestral Manoeuvres in the Dark,Erasure
897,David Bowie,Erasure
898,Ultravox,Erasure
899,Visage,Erasure
900,Peter Gabriel,Erasure
901,Roxy Music,Erasure
902,The Human League,Erasure
903,ABBA,Erasure
904,System of a Down,Finch
905,RX Bandits,Finch
906,The All-American Rejects,Finch
907,Deftones,Finch
908,The Who,U.K. Subs
909,The Stooges,U.K. Subs
910,David Bowie,U.K. Subs
911,Ramones,U.K. Subs
912,Jackson Browne,Don Henley
913,"Crosby, Stills & Nash",Don Henley
914,New Order,Erasure
915,Blancmange,Erasure
916,Soft Cell,Erasure
917,Spandau Ballet,Erasure
918,The Clash,Gary Numan
919,Be Bop Deluxe,Gary Numan
920,Sex Pistols,Gary Numan
921,Suicide,Gary Numan
922,David Bowie,Gary Numan
923,The Stooges,Gary Numan
924,Brian Eno,Gary Numan
925,Pixies,Foo Fighters
926,Bob Dylan,Don Henley
927,T. Rex,Gary Numan
928,Leonard Cohen,Don Henley
929,Slayer,Unsane
930,Swans,Unsane
931,The Birthday Party,Unsane
932,Minor Threat,Unsane
933,Sonic Youth,Unsane
934,Big Black,Unsane
935,Cro-Mags,Unsane
936,Agnostic Front,Unsane
937,Sparks,Erasure
938,Culture Club,Erasure
939,George Michael,Jason Donovan
940,Paul Simon,Fleetwood Mac
941,The Beach Boys,Fleetwood Mac
942,George Harrison,Dire Straits
943,Nick Drake,Dan Fogelberg
944,Van Morrison,Dire Straits
945,Richard Thompson,Dire Straits
946,Randy Newman,Dire Straits
947,Bruce Springsteen,Dire Straits
948,Ace,Dire Straits
949,Brinsley Schwarz,Dire Straits
950,Kid Rock,Drowning Pool
951,Biohazard,Downset
952,Suicidal Tendencies,Downset
953,Black Sabbath,Downset
954,Elvis Costello,Ben Kweller
955,Bob Dylan,Ben Kweller
956,Godflesh,Fear Factory
957,Metallica,Fear Factory
958,Ozzy Osbourne,Fear Factory
959,Megadeth,Fear Factory
960,Bread,Dan Fogelberg
961,Flamin' Groovies,Dire Straits
962,Ry Cooder,Dire Straits
963,J.J. Cale,Dire Straits
964,The Kinks,Dire Straits
965,Brinsley Schwarz,Eddie & the Hot Rods
966,Elvis Presley,Frankie Avalon
967,Miami Sound Machine,Elvis Crespo
968,Gloria Estefan,Elvis Crespo
969,Spin Doctors,Eagle-Eye Cherry
970,Bob Dylan,Eagle-Eye Cherry
971,Counting Crows,Eagle-Eye Cherry
972,Lenny Kravitz,Eagle-Eye Cherry
973,"Crosby, Stills & Nash",Dan Fogelberg
974,Bruce Cockburn,Dan Fogelberg
975,James Taylor,Dan Fogelberg
976,Eric Clapton,Dire Straits
977,Sepultura,Fear Factory
978,Black Sabbath,Fear Factory
979,Marilyn Manson,Fear Factory
980,Rage Against the Machine,Fear Factory
981,Danzig,Fear Factory
982,Stealers Wheel,Dire Straits
983,The Band,Dire Straits
984,Bob Dylan,Dire Straits
985,Van Morrison,Dan Fogelberg
986,? & the Mysterians,Eddie & the Hot Rods
987,The Byrds,Dan Fogelberg
988,Joe Walsh,Dan Fogelberg
989,Mark Lanegan,Ben Lee
990,Neil Young,Ben Lee
991,Matthew Sweet,Ben Lee
992,Nick Cave,Ben Lee
993,The Lemonheads,Ben Lee
994,The Church,Ben Lee
995,Sebadoh,Ben Lee
996,Sleep,Electric Wizard
997,Blue Cheer,Electric Wizard
998,Led Zeppelin,Electric Wizard
999,Deep Purple,Electric Wizard
1000,Saint Vitus,Electric Wizard
1001,Melvins,Electric Wizard
1002,Manowar,Dream Evil
1003,Candlemass,Electric Wizard
1004,Witchfinder General,Electric Wizard
1005,Black Sabbath,Electric Wizard
1006,Paul Weller,Cast
1007,The Beatles,The Bats
1008,Pentagram,Electric Wizard
1009,Judas Priest,Twisted Sister
1010,Van Halen,Twisted Sister
1011,Rainbow,Twisted Sister
1012,The Beach Boys,Frank Black
1013,Bob Mould,Frank Black
1014,Bob Dylan,Frank Black
1015,Cheap Trick,Frank Black
1016,Neil Young,Frank Black
1017,David Bowie,Frank Black
1018,The Stooges,Frank Black
1019,HÃ¼sker DÃ¼,Frank Black
1020,Dan Penn,Frank Black
1021,The Beatles,Dan Fogelberg
1022,The Beatles,Frank Black
1023,Pere Ubu,Frank Black
1024,The Velvet Underground,Frank Black
1025,The Rolling Stones,Frank Black
1026,Iggy Pop,Frank Black
1027,The Beatles,Caravan
1028,Pantera,Fear Factory
1029,Rollins Band,Fear Factory
1030,Nine Inch Nails,Fear Factory
1031,Napalm Death,Fear Factory
1032,Dick Dale,Frank Black
1033,Dr. Feelgood,Eddie & the Hot Rods
1034,Chuck Berry,Eddie & the Hot Rods
1035,The Rolling Stones,Twisted Sister
1036,David Gray,Ray LaMontagne
1037,Joni Mitchell,Ray LaMontagne
1038,Van Morrison,Ray LaMontagne
1039,Neil Young,Ray LaMontagne
1040,Nils Lofgren,Ray LaMontagne
1041,James McMurtry,Ray LaMontagne
1042,Ben Harper,Ray LaMontagne
1043,Del Amitri,Ray LaMontagne
1044,Carole King,Donny Hathaway
1045,John Lennon,Donny Hathaway
1046,The Beatles,Donny Hathaway
1047,The Kinks,MC5
1048,The Doors,MC5
1049,Chuck Berry,MC5
1050,Link Wray,MC5
1051,Jimi Hendrix,MC5
1052,The Sonics,MC5
1053,The Yardbirds,MC5
1054,The Seeds,MC5
1055,James Taylor,Ray LaMontagne
1056,Joe Cocker,Ray LaMontagne
1057,"Crosby, Stills & Nash",Ray LaMontagne
1058,Bob Dylan,Ray LaMontagne
1059,The Everly Brothers,Fleetwood Mac
1060,Stephen Stills,Ray LaMontagne
1061,The Mamas & the Papas,Fleetwood Mac
1062,Elvis Presley,Fleetwood Mac
1063,The Moody Blues,Fleetwood Mac
1064,The Yardbirds,Fleetwood Mac
1065,Buddy Holly,Fleetwood Mac
1066,The Byrds,Fleetwood Mac
1067,The Beatles,Fleetwood Mac
1068,Lou Reed,Eels
1069,Gene Vincent,Fleetwood Mac
1070,The Rolling Stones,Fleetwood Mac
1071,Leonard Cohen,David Sylvian
1072,Scott Walker,David Sylvian
1073,Big Brother & the Holding Company,MC5
1074,The Beatles,MC5
1075,The Animals,MC5
1076,The Who,MC5
1077,The Band,Ray LaMontagne
1078,Simon & Garfunkel,Ray LaMontagne
1079,Jefferson Airplane,Fleetwood Mac
1080,The Kinks,Eels
1081,Lou Reed,Cass McCombs
1082,Kate Bush,Feist
1083,Bob Dylan,Dan Fogelberg
1084,Jackson Browne,Dan Fogelberg
1085,Tim Buckley,Eagle-Eye Cherry
1086,Van Morrison,Eagle-Eye Cherry
1087,Beck,Ben Kweller
1088,The Dictators,Twisted Sister
1089,The Runaways,Twisted Sister
1090,Montrose,Twisted Sister
1091,MotÃ¶rhead,Twisted Sister
1092,Simon & Garfunkel,Dan Fogelberg
1093,David Bowie,Twisted Sister
1094,AC/DC,Twisted Sister
1095,Mott the Hoople,Twisted Sister
1096,Aerosmith,Twisted Sister
1097,Grand Funk Railroad,Twisted Sister
1098,Slade,Twisted Sister
1099,Ted Nugent,Twisted Sister
1100,Black Sabbath,Twisted Sister
1101,New York Dolls,Twisted Sister
1102,Hootie & the Blowfish,Eagle-Eye Cherry
1103,Sweet,Twisted Sister
1104,Iggy Pop,Gary Numan
1105,America,Dan Fogelberg
1106,Pixies,Hum
1107,Gin Blossoms,Eagle-Eye Cherry
1108,Laura Nyro,Feist
1109,Fairport Convention,Feist
1110,Fiona Apple,Feist
1111,Jane Birkin,Feist
1112,Sam Phillips,Feist
1113,Joni Mitchell,Feist
1114,The Shangri-Las,Feist
1115,Daryl Hall & John Oates,Feist
1116,My Bloody Valentine,Hum
1117,Beth Orton,Feist
1118,Sarah McLachlan,Feist
1119,Smashing Pumpkins,Hum
1120,Neneh Cherry,Eagle-Eye Cherry
1121,Led Zeppelin,Hum
1122,Galaxie 500,Hum
1123,Ride,Hum
1124,Dinosaur Jr.,Hum
1125,The Jesus and Mary Chain,Hum
1126,The Boo Radleys,Hum
1127,Belly,Feist
1128,Ramones,The Beautiful South
1129,Roxy Music,Gary Numan
1130,John Lennon,Eels
1131,Wings,Sloan
1132,The House of Love,Slowdive
1133,The Durutti Column,Slowdive
1134,Cocteau Twins,Slowdive
1135,Galaxie 500,Slowdive
1136,The Jesus and Mary Chain,Slowdive
1137,The Primitives,Slowdive
1138,Brian Eno,Slowdive
1139,The Byrds,Slowdive
1140,Pale Saints,Slowdive
1141,Sonic Youth,Slowdive
1142,The Church,Slowdive
1143,Talk Talk,Slowdive
1144,The Velvet Underground,Slowdive
1145,Bob Dylan,Jim Morrison
1146,The Rolling Stones,Jim Morrison
1147,Elvis Presley,Solomon Burke
1148,Beulah,The Long Winters
1149,Crowded House,The Long Winters
1150,The Rolling Stones,Sloan
1151,Squeeze,Sloan
1152,The Beatles,Sloan
1153,The Byrds,Sloan
1154,Sheena Easton,Paula Abdul
1155,Madonna,Paula Abdul
1156,Madonna,Anastacia
1157,Jennifer Lopez,Anastacia
1158,Ace of Base,Anastacia
1159,Annie Lennox,Anastacia
1160,Kylie Minogue,Anastacia
1161,ABBA,Anastacia
1162,T. Rex,Supergrass
1163,The Beatles,The Knickerbockers
1164,The Action,Supergrass
1165,The Jam,Supergrass
1166,Genesis,Alan Parsons
1167,King Crimson,Alan Parsons
1168,Bee Gees,Alan Parsons
1169,Craig Armstrong,Steve Jablonsky
1170,The Plimsouls,Sloan
1171,The Soft Boys,Sloan
1172,The Stone Roses,Sloan
1173,The Wedding Present,Sloan
1174,The Clash,Supergrass
1175,Nirvana,Sloan
1176,Phil Collins,Carlos Ponce
1177,Everything But the Girl,M People
1178,Meshuggah,August Burns Red
1179,The Juliana Theory,August Burns Red
1180,Paul Simon,Edie Brickell
1181,John Prine,Charlie Robison
1182,Wham!,Right Said Fred
1183,Pet Shop Boys,Right Said Fred
1184,George Michael,Right Said Fred
1185,Giorgio Moroder,Right Said Fred
1186,Divine,Right Said Fred
1187,Steve Winwood,Jamiroquai
1188,Boz Scaggs,Jamiroquai
1189,The Style Council,Jamiroquai
1190,Gino Vannelli,Jamiroquai
1191,Doug Sahm,Charlie Robison
1192,NRBQ,Charlie Robison
1193,Bruce Springsteen,Charlie Robison
1194,Warren Zevon,Charlie Robison
1195,Soulfly,August Burns Red
1196,Roky Erickson,Janis Joplin
1197,Thompson Twins,Fischerspooner
1198,Orchestral Manoeuvres in the Dark,Fischerspooner
1199,New Order,Fischerspooner
1200,Pet Shop Boys,Fischerspooner
1201,The Doobie Brothers,M People
1202,Madonna,M People
1203,Pet Shop Boys,M People
1204,ABC,M People
1205,Yaz,M People
1206,Saint Etienne,M People
1207,The Residents,Jon Hassell
1208,Peter Gabriel,Jon Hassell
1209,Eagles,Carlos Ponce
1210,Killswitch Engage,August Burns Red
1211,Journey,Carlos Ponce
1212,Vision of Disorder,August Burns Red
1213,The Associates,Fischerspooner
1214,Duran Duran,Fischerspooner
1215,Frankie Goes to Hollywood,Fischerspooner
1216,Gary Numan,Fischerspooner
1217,Erasure,Fischerspooner
1218,John Foxx,Fischerspooner
1219,Japan,Fischerspooner
1220,Depeche Mode,Fischerspooner
1221,Soft Cell,Fischerspooner
1222,Led Zeppelin,Faster Pussycat
1223,Accept,Sodom
1224,MotÃ¶rhead,Sodom
1225,Black Sabbath,Tesla
1226,UFO,Tesla
1227,The Rolling Stones,Tesla
1228,Burt Bacharach,Shirley Bassey
1229,Chuck Berry,Paul McCartney
1230,Elvis Presley,Paul McCartney
1231,Jerry Lee Lewis,Paul McCartney
1232,Buddy Holly,Paul McCartney
1233,Carl Perkins,Paul McCartney
1234,Gene Vincent,Paul McCartney
1235,Jellyfish,Sloan
1236,Little Richard,Paul McCartney
1237,Free,Terry Reid
1238,Small Faces,Terry Reid
1239,The Spencer Davis Group,Terry Reid
1240,The Rolling Stones,Terry Reid
1241,Bee Gees,Sloan
1242,Big Star,Sloan
1243,Elvis Costello,Sloan
1244,Aerosmith,Tesla
1245,Mott the Hoople,Tesla
1246,Ace Frehley,Tesla
1247,Eddie Cochran,Paul McCartney
1248,The Zombies,The Beautiful South
1249,Morrissey,The Beautiful South
1250,Burt Bacharach,The Beautiful South
1251,The Smiths,The Beautiful South
1252,The Beatles,Sly & the Family Stone
1253,Jefferson Airplane,Sly & the Family Stone
1254,T. Rex,Suzi Quatro
1255,The Shangri-Las,Suzi Quatro
1256,Tommy James & the Shondells,Suzi Quatro
1257,The Guess Who,Sloan
1258,David Bowie,Suzi Quatro
1259,Gary Glitter,Suzi Quatro
1260,The Beach Boys,Supertramp
1261,Bee Gees,Supertramp
1262,King Crimson,Supertramp
1263,The Kinks,Supertramp
1264,Barclay James Harvest,Supertramp
1265,J.J. Cale,Supergrass
1266,The La's,Supergrass
1267,The Who,Shocking Blue
1268,Tommy Roe,Suzi Quatro
1269,Thin Lizzy,Sodom
1270,Badfinger,Sloan
1271,Cheap Trick,Sloan
1272,Boston,Tesla
1273,Billy Squier,Tesla
1274,Led Zeppelin,Tesla
1275,Def Leppard,Tesla
1276,Van Halen,Tesla
1277,The Rubinoos,Sloan
1278,R.E.M.,Sloan
1279,The Kinks,Supergrass
1280,Black Sabbath,Sodom
1281,Procol Harum,Alan Parsons
1282,Pink Floyd,Alan Parsons
1283,The Moody Blues,Alan Parsons
1284,The Zombies,Alan Parsons
1285,Yes,Alan Parsons
1286,The Beatles,Alan Parsons
1287,Iron Maiden,Sodom
1288,Judas Priest,Sodom
1289,Scorpions,Sodom
1290,Venom,Sodom
1291,King Crimson,Tesla
1292,Wings,Paul Weller
1293,Mick Jagger,Paul Weller
1294,Ronnie Lane,Paul Weller
1295,AC/DC,Tesla
1296,Rainbow,Tesla
1297,Scorpions,Tesla
1298,Sammy Hagar,Tesla
1299,Traffic,Paul Weller
1300,The Action,Paul Weller
1301,Terry Reid,Paul Weller
1302,Steve Winwood,Paul Weller
1303,The Kinks,Paul Weller
1304,The Kinks,Sloan
1305,John Lennon,Paul Weller
1306,Rod Stewart,Paul Weller
1307,Van Morrison,Paul Weller
1308,Small Faces,Paul Weller
1309,Tim Hardin,Paul Weller
1310,The Who,Paul Weller
1311,Tim Buckley,Paul Weller
1312,The Beatles,Paul Weller
1313,Frankie Miller,Paul Weller
1314,Pete Townshend,Paul Weller
1315,Robert Wyatt,Paul Weller
1316,Twisted Sister,Faster Pussycat
1317,David Lee Roth,Faster Pussycat
1318,Sex Pistols,Faster Pussycat
1319,Joey Ramone,Eddie Vedder
1320,Roger Daltrey,Eddie Vedder
1321,Neil Young,Eddie Vedder
1322,Bruce Springsteen,Eddie Vedder
1323,Bono,Eddie Vedder
1324,Radiohead,M83
1325,Brian Eno,M83
1326,Laid Back,Right Said Fred
1327,Naked Raygun,Rise Against
1328,Elvis Presley,Ry Cooder
1329,The Yardbirds,Ry Cooder
1330,Dan Penn,Ry Cooder
1331,Keith Richards,Ry Cooder
1332,Carl Perkins,Ry Cooder
1333,Alkaline Trio,Rise Against
1334,Bad Religion,Rise Against
1335,Black Flag,Rise Against
1336,MDC,Rise Against
1337,Pegboy,Rise Against
1338,Joe Strummer,Eddie Vedder
1339,Frank Black,Eddie Vedder
1340,Bob Dylan,Eddie Vedder
1341,Bob Mould,Eddie Vedder
1342,Def Leppard,Firehouse
1343,Bon Jovi,Firehouse
1344,Pete Townshend,Eddie Vedder
1345,Robert Plant,Eddie Vedder
1346,Jellyfish,Eels
1347,Nick Drake,Eels
1348,Meat Puppets,Eels
1349,Nirvana,Eels
1350,Neil Young,Eels
1351,Screeching Weasel,Rise Against
1352,Nick Cave,Eels
1353,Burt Bacharach,Eels
1354,Yo La Tengo,Eels
1355,The Beatles,Eels
1356,Elton John,Eels
1357,Sebadoh,Eels
1358,Todd Rundgren,Eels
1359,World Party,Eels
1360,Bob Dylan,Serge Gainsbourg
1361,Jim Morrison,Eddie Vedder
1362,Tom Waits,Eels
1363,Cocteau Twins,M83
1364,Nirvana,Rise Against
1365,Talk Talk,M83
1366,Fear Factory,Disturbed
1367,Foo Fighters,Disturbed
1368,Life of Agony,Disturbed
1369,Prong,Disturbed
1370,Megadeth,Disturbed
1371,Ministry,Disturbed
1372,Metallica,Disturbed
1373,311,Disturbed
1374,Anthrax,Disturbed
1375,Helmet,Disturbed
1376,Sepultura,Disturbed
1377,Black Sabbath,Disturbed
1378,Incubus,Disturbed
1379,D.R.I.,Disturbed
1380,Tool,Disturbed
1381,Deftones,Disturbed
1382,Marilyn Manson,Disturbed
1383,John Prine,Fred Eaglesmith
1384,Bob Weir,Edie Brickell
1385,Faith No More,Disturbed
1386,Korn,Disturbed
1387,Kittie,Disturbed
1388,Biohazard,Disturbed
1389,Dag Nasty,Rise Against
1390,7 Seconds,Rise Against
1391,Strung Out,Rise Against
1392,Cap'n Jazz,Rise Against
1393,Avail,Rise Against
1394,Propagandhi,Rise Against
1395,Anti-Flag,Rise Against
1396,Agnostic Front,Rise Against
1397,Gorilla Biscuits,Rise Against
1398,Minor Threat,Rise Against
1399,BjÃ¶rk,Elisa
1400,Culture Club,Right Said Fred
1401,Duane Eddy,Ry Cooder
1402,The Big Bopper,Ry Cooder
1403,Danzig,Disturbed
1404,Hurt,Disturbed
1405,Kate Bush,M83
1406,My Bloody Valentine,M83
1407,Tears for Fears,Disturbed
1408,Kid Rock,Disturbed
1409,Alanis Morissette,Elisa
1410,Cornelius,M83
1411,Simple Minds,M83
1412,Slowdive,M83
1413,Tool,Staind
1414,White Zombie,Staind
1415,Gang of Four,Jawbox
1416,Naked Raygun,Jawbox
1417,Mission of Burma,Jawbox
1418,Minutemen,Jawbox
1419,HÃ¼sker DÃ¼,Jawbox
1420,Wire,Jawbox
1421,Big Black,Jawbox
1422,Fugazi,Jawbox
1423,Bob Dylan,Fred Eaglesmith
1424,Lyle Lovett,Fred Eaglesmith
1425,Alice in Chains,Staind
1426,Pantera,Staind
1427,Soundgarden,Staind
1428,Blondie,Altered Images
1429,Visage,Fischerspooner
1430,The Human League,Fischerspooner
1431,Thomas Dolby,Fischerspooner
1432,Talk Talk,Fischerspooner
1433,Black Sabbath,Staind
1434,Stone Temple Pilots,Staind
1435,Aerosmith,Staind
1436,MÃ¶tley CrÃ¼e,Faster Pussycat
1437,Ace Frehley,Faster Pussycat
1438,Aerosmith,Faster Pussycat
1439,Loverboy,Faster Pussycat
1440,Quiet Riot,Faster Pussycat
1441,New York Dolls,Faster Pussycat
1442,Hanoi Rocks,Faster Pussycat
1443,A Flock of Seagulls,Fischerspooner
1444,Tom Tom Club,Fischerspooner
1445,Gina X Performance,Fischerspooner
1446,Alphaville,Fischerspooner
1447,Korn,Staind
1448,Faith No More,Staind
1449,Led Zeppelin,Staind
1450,Jerry Cantrell,Staind
1451,Nirvana,Staind
1452,Metallica,Staind
1453,Mr. Bungle,Staind
1454,Helmet,Staind
1455,Suicidal Tendencies,Staind
1456,Sepultura,Staind
1457,Nine Inch Nails,Filter
1458,KMFDM,Filter
1459,Ministry,Filter
1460,Sick of It All,Unearth
1461,In Flames,Unearth
1462,Iron Maiden,Unearth
1463,Poison the Well,Unearth
1464,Megadeth,Unearth
1465,Minor Threat,Unearth
1466,Metallica,Unearth
1467,Anthrax,Unearth
1468,Hatebreed,Unearth
1469,Slayer,Unearth
1470,At the Gates,Unearth
1471,Pink Floyd,M83
1472,The Dillinger Escape Plan,Unearth
1473,Agnostic Front,Unearth
1474,Blind Melon,Dispatch
1475,Led Zeppelin,Dispatch
1476,The Police,Dispatch
1477,Rage Against the Machine,Dispatch
1478,Dave Matthews Band,Dispatch
1479,Tears for Fears,M83
1480,Lamb of God,Unearth
1481,Screaming Trees,Foo Fighters
1482,Wanda Jackson,Dolly Parton
1483,Freddie Mercury,Right Said Fred
1484,Front 242,Filter
1485,Skinny Puppy,Filter
1486,Clan of Xymox,Filter
1487,Throbbing Gristle,Filter
1488,King Crimson,Eloy
1489,Gentle Giant,Eloy
1490,Genesis,Eloy
1491,Pink Floyd,Eloy
1492,The Moody Blues,Eloy
1493,Cradle of Filth,Unearth
1494,Jethro Tull,Eloy
1495,Gong,Eloy
1496,Madonna,Jane Child
1497,"Blood, Sweat & Tears",Edgar Winter
1498,The Beatles,Edgar Winter
1499,The Rolling Stones,Edgar Winter
1500,Tom Verlaine,The Edge
1501,The Jesus and Mary Chain,Ultra Vivid Scene
1502,Madonna,Right Said Fred
1503,Frankie Goes to Hollywood,Right Said Fred
1504,Camel,Eloy
1505,Split Enz,The Bats
1506,Black Flag,Bongzilla
1507,R.E.M.,The Bats
1508,Bonnie Raitt,India.Arie
1509,Cyndi Lauper,India.Arie
1510,Joan Armatrading,India.Arie
1511,Joni Mitchell,India.Arie
1512,Phoebe Snow,India.Arie
1513,Ten Years After,Billy Squier
1514,Bad Company,Billy Squier
1515,Santana,The Mars Volta
1516,Robert Fripp,The Mars Volta
1517,John Frusciante,The Mars Volta
1518,Orange Juice,Teenage Fanclub
1519,The Clean,Teenage Fanclub
1520,The Kinks,Teenage Fanclub
1521,"Crosby, Stills & Nash",Teenage Fanclub
1522,Beat Happening,Teenage Fanclub
1523,Flamin' Groovies,Teenage Fanclub
1524,Dinosaur Jr.,Teenage Fanclub
1525,Joy Division,Teenage Fanclub
1526,Love,Teenage Fanclub
1527,Tracy Chapman,India.Arie
1528,LCD Soundsystem,Kele
1529,Kate Bush,Kirsty MacColl
1530,Richard & Linda Thompson,Kirsty MacColl
1531,Small Faces,Cast
1532,Crowbar,Bongzilla
1533,Led Zeppelin,Billy Squier
1534,Freddie Mercury,Billy Squier
1535,Cheap Trick,Billy Squier
1536,Boston,Billy Squier
1537,The Stooges,Kiss
1538,The Who,Kiss
1539,Argent,Kiss
1540,R.E.M.,Teenage Fanclub
1541,Mott the Hoople,Kiss
1542,Slade,Kiss
1543,The Beatles,Kiss
1544,Black Sabbath,Kiss
1545,Humble Pie,Kiss
1546,New York Dolls,Kiss
1547,The Rolling Stones,Kiss
1548,Ian Dury,Kirsty MacColl
1549,The Kinks,Kirsty MacColl
1550,Sandie Shaw,Kirsty MacColl
1551,Grand Funk Railroad,Kiss
1552,Blue Cheer,Bongzilla
1553,The Jesus and Mary Chain,Teenage Fanclub
1554,The Only Ones,Teenage Fanclub
1555,Duran Duran,Sister Hazel
1556,Counting Crows,Sister Hazel
1557,Lynyrd Skynyrd,Sister Hazel
1558,Fleetwood Mac,Sister Hazel
1559,R.E.M.,Sister Hazel
1560,The Allman Brothers Band,Sister Hazel
1561,The Outlaws,Sister Hazel
1562,America,Teenage Fanclub
1563,Styx,Sister Hazel
1564,Tracy Chapman,Tasmin Archer
1565,Elvis Costello,Tasmin Archer
1566,Joan Armatrading,Tasmin Archer
1567,Cream,Taste
1568,Eagles,Travis Tritt
1569,Lynyrd Skynyrd,Travis Tritt
1570,Don Henley,Travis Tritt
1571,The Allman Brothers Band,Travis Tritt
1572,Tab Hunter,Shaun Cassidy
1573,The Partridge Family,Shaun Cassidy
1574,The Connells,Sister Hazel
